Species name,AphiaID,Unit,Observatory,Species importance to society,IUCN RedList Category,IUCN Criteria,IUCN Year Accessed,HELCOM RedList Category,AMBI ecological group,Environmental position
Leptosiphonia fibrillosa,1339221,VH2,Koster, FAO-ASFIS,None,None,None,None,None, epilithic; epizoic; unattached; epiphytic
Protosuberites mereui,890847,VH2,Koster,None,None,None,None,None,None,None
Haloschizopera pygmaea,115950,VH2,Koster,None,None,None,None,None,None,None
Acartia (Acartiura) clausi,149755,VH2,Koster, FAO-ASFIS,None,None,None,None,None,None
Pisidia longicornis,107188,VH2,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Cephalothrix rufifrons,122599,VH2,Koster,None,None,None,None,None,None,None
Calycella syringa,117402,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Gitana sarsi,101977,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Ctenolabrus rupestris,126964,VH2,Koster, FAO-ASFIS; IUCN Red List; MSFD indicators, Least Concern,None,2008,None,None,None
Hydroides norvegica,131009,VH2,Koster,None,None,None,None,None, tolerant to disturbance,None
Verruca stroemia,106257,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Microstomum edmondi,1062699,VH2,Koster,None,None,None,None,None,None,None
Neoparamoeba pemaquidensis,120665,VH2,Koster,None,None,None,None,None,None,None
Bonnemaisonia hamifera,144442,VH2,Koster, MSFD indicators,None,None,None,None,None, epilithic; epiphytic; epizoic
Dinophilus vorticoides,130002,VH2,Koster,None,None,None,None,None,None,None
Pterothamnion plumula,144683,VH2,Koster, FAO-ASFIS,None,None,None,None,None,None
Siphonenteron bilineatum,177726,VH2,Koster,None,None,None,None,None, tolerant to disturbance,None
Alvania punctura,141230,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Leuckartiara octona,117791,VH2,Koster,None,None,None,None,None,None,None
Vertebrata byssoides,631828,VH2,Koster, FAO-ASFIS,None,None,None,None,None, epilithic; epiphytic
Psammechinus miliaris,124319,VH2,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Squamamoeba japonica,761218,VH2,Koster,None,None,None,None,None,None,None
Callopora lineata,111197,VH2,Koster,None,None,None,None,None,None,None
Laophonte longicaudata longicaudata,590790,VH2,Koster,None,None,None,None,None,None,None
Platynereis dumerilii,130417,VH2,Koster,None,None,None,None,None, tolerant to disturbance,None
Membranipora membranacea,111411,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Pollachius virens,126441,VH2,Koster, FAO-ASFIS; MSFD indicators,None,None,None,None,None,None
Corymorpha nutans,117452,VH2,Koster,None,None,None,None,None, very sensitive to disturbance,None
Ascidiella scabra,103719,VH2,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Crisia aculeata,111690,VH2,Koster,None,None,None,None,None,None,None
Asterias rubens,123776,VH2,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Marthasterias glacialis,123803,VH2,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Syllidia armata,130198,VH2,Koster,None,None,None,None,None, indifferent to disturbance,None
Gobius niger,126892,VH3,Koster, FAO-ASFIS; MSFD indicators,None,None,None,None,None,None
Psamathe fusca,152249,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Protodrilus ciliatus,130843,VH3,Koster,None,None,None,None,None,None,None
Balanus balanus,106213,VH3,Koster, FAO-ASFIS,None,None,None,None,None,None
Ensis magnus,160539,VH3,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Nicolea zostericola,131508,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Halichondria (Halichondria) panicea,165853,VH3,Koster,None,None,None,None,None, very sensitive to disturbance,None
Pandalina brevirostris,107647,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Eualus occultus,107506,VH3,Koster,None,None,None,None,None, very sensitive to disturbance,None
Phallusia ingeria,103723,VH3,Koster,None,None,None,None,None,None,None
Ophiocomina nigra,125027,VH3,Koster,None,None,None,None,None, very sensitive to disturbance,None
Dodecaceria concharum,129967,VH3,Koster,None,None,None,None,None, second-order opportunistic,None
Sparus aurata,151523,VH3,Koster, FAO-ASFIS; IUCN Red List, Least Concern,None,2009,None,None,None
Nereimyra punctata,130185,VH3,Koster,None,None,None,None,None, tolerant to disturbance,None
Dasysiphonia japonica,836896,VH3,Koster,None,None,None,None,None,None,None
Alitta virens,234851,VH3,Koster,None,None,None,None,None, tolerant to disturbance,None
Scoloplos armiger,130537,VH3,Koster,None,None,None,None,None, tolerant to disturbance,None
Nerilla antennata,130437,VH3,Koster,None,None,None,None,None,None,None
Escharella immersa,111484,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Laophonte longicaudata longicaudata,590790,VH3,Koster,None,None,None,None,None,None,None
Sarsia tubulosa,117491,VH3,Koster,None,None,None,None,None,None,None
Kurtiella bidentata,345281,VH3,Koster,None,None,None,None,None, tolerant to disturbance,None
Dexamine spinosa,102135,VH3,Koster,None,None,None,None,None, tolerant to disturbance,None
Sagartia lacerata,854806,VH3,Koster,None,None,None,None,None,None,None
Bougainvillia muscus,117328,VH3,Koster,None,None,None,None,None, very sensitive to disturbance,None
Ascidiella aspersa,103718,VH3,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Arenicola marina,129868,VH3,Koster, FAO-ASFIS; MSFD indicators,None,None,None,None, tolerant to disturbance,None
Eusyllis blomstrandi,131290,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Metridium senile,100982,VH3,Koster,None,None,None,None,None,None,None
Juxtacribrilina mutabilis,1059484,VH3,Koster,None,None,None,None,None,None,None
Steromphala cineraria,1039839,VH3,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Neoamphitrite figulus,131504,VH3,Koster,None,None,None,None,None, very sensitive to disturbance,None
Electra pilosa,111355,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Obelia dichotoma,117386,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Obelia geniculata,117388,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Obelia longissima,117389,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Gitana sarsi,101977,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Trinchesia foliata,1037415,VH3,Koster,None,None,None,None,None,None,None
Echinus esculentus,124287,VH3,Koster, FAO-ASFIS; IUCN Red List, Near Threatened,None,1996,None, very sensitive to disturbance,None
Coryphella verrucosa,139987,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Myrianida edwarsi,238194,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Sabellaria spinulosa,130867,VH3,Koster, MSFD indicators,None,None,None,None, very sensitive to disturbance,None
Neoparamoeba pemaquidensis,120665,VH3,Koster,None,None,None,None,None,None,None
Harmothoe imbricata,130769,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Acartia (Acartiura) hudsonica,149751,VH3,Koster,None,None,None,None,None,None,None
Hiatella arctica,140103,VH3,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Harmothoe impar,130770,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Hydroides norvegica,131009,VH3,Koster,None,None,None,None,None, tolerant to disturbance,None
Cylindrotheca closterium,149004,VH3,Koster,None,None,None,None,None,None,None
Capitella capitata,129876,VH3,Koster, FAO-ASFIS,None,None,None,None, first-order opportunistic,None
Eubranchus exiguus,139765,VH3,Koster,None,None,None,None,None,None,None
Celleporella hyalina,111397,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Centropages hamatus,104496,VH3,Koster, FAO-ASFIS,None,None,None,None,None,None
Halisarca dujardinii,132736,VH3,Koster,None,None,None,None,None,None,None
Cryptosula pallasiana,111343,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Halisarca desqueyrouxae,932306,VH3,Koster,None,None,None,None,None,None,None
Dinophilus vorticoides,130002,VH3,Koster,None,None,None,None,None,None,None
Ascidiella scabra,103719,VH3,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Leuckartiara octona,117791,VH3,Koster,None,None,None,None,None,None,None
Amphiura filiformis,125080,VH3,Koster, FAO-ASFIS,None,None,None,None, indifferent to disturbance,None
Acrochaetium secundatum,144387,VH3,Koster,None,None,None,None,None,None,None
Athanas nitescens,107486,VH3,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Aurelia aurita,135306,VH3,Koster, FAO-ASFIS,None,None,None,None,None,None
Asterias rubens,123776,VH3,Koster, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Paradoneis lyra,130585,VH3,Koster,None,None,None,None,None, tolerant to disturbance,None
Malacoceros fuliginosus,131131,VH3,Koster,None,None,None,None,None, first-order opportunistic,None
Siphonenteron bilineatum,177726,VH3,Koster,None,None,None,None,None, tolerant to disturbance,None
Bonnemaisonia hamifera,144442,VH3,Koster, MSFD indicators,None,None,None,None,None, epilithic; epiphytic; epizoic
Micromonas pusilla,134564,VH3,Koster,None,None,None,None,None,None,None
Acrocnida brachiata,236130,VH3,Koster, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Syllidia armata,130198,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Ctenolabrus rupestris,126964,VH3,Koster, FAO-ASFIS; IUCN Red List; MSFD indicators, Least Concern,None,2008,None,None,None
Conopeum reticulum,111351,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Myrianida prolifera,238200,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Balanus rostratus,254482,VH3,Koster,None,None,None,None,None,None,None
Myrianida brachycephala,238192,VH3,Koster,None,None,None,None,None, indifferent to disturbance,None
Gobius niger,126892,Yellow8,Limfjord, FAO-ASFIS; MSFD indicators,None,None,None,None,None,None
Eualus cranchii,156083,Yellow8,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Amphiascopsis cinctus,115906,Yellow8,Limfjord,None,None,None,None,None,None,None
Ascidiella aspersa,103718,Yellow8,Limfjord, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Obelia dichotoma,117386,Yellow8,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Spirobranchus triqueter,555935,Yellow8,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Pholoe inornata,130601,Yellow8,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Aurelia aurita,135306,Yellow8,Limfjord, FAO-ASFIS,None,None,None,None,None,None
Asterias rubens,123776,Yellow8,Limfjord, FAO-ASFIS,None,None,None,None, tolerant to disturbance,None
Polydora cornuta,131143,Yellow8,Limfjord,None,None,None,None,None, second-order opportunistic,None
Obelia longissima,117389,Yellow8,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Scoloplos armiger,130537,Yellow8,Limfjord,None,None,None,None,None, tolerant to disturbance,None
Micromonas pusilla,134564,Yellow8,Limfjord,None,None,None,None,None,None,None
Amphibalanus improvisus,421139,Yellow8,Limfjord, MSFD indicators,None,None,None,None,None,None
Jassa marmorata,102433,Yellow8,Limfjord,None,None,None,None,None, first-order opportunistic,None
Microprotopus maculatus,102380,Yellow8,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Caprella mutica,146768,Yellow8,Limfjord,None,None,None,None,None,None,None
Emiliania huxleyi,115104,Yellow8,Limfjord,None,None,None,None,None,None,None
Alitta succinea,234850,Yellow8,Limfjord,None,None,None,None,None, tolerant to disturbance,None
Monocorophium insidiosum,148592,Yellow8,Limfjord,None,None,None,None,None, tolerant to disturbance,None
Arenicola marina,129868,Yellow8,Limfjord, FAO-ASFIS; MSFD indicators,None,None,None,None, tolerant to disturbance,None
Fibrocapsa japonica,233761,Yellow8,Limfjord,None,None,None,None,None,None,None
Callyspongia (Callyspongia) siphonella,166199,Yellow8,Limfjord,None,None,None,None,None,None,None
Penicillium chrysogenum,100537,Yellow8,Limfjord,None,None,None,None,None,None,None
Syllidia armata,130198,Yellow8,Limfjord,None,None,None,None,None, indifferent to disturbance,None
Psammechinus miliaris,124319,Yellow8,Limfjord, FAO-ASFIS,None,None,None,None, very sensitive to disturbance,None
Halichondria (Halichondria) panicea,165853,Yellow8,Limfjord,None,None,None,None,None, very sensitive to disturbance,None
Diacarnus spinipoculum,168716,Yellow8,Limfjord,None,None,None,None,None,None,None
Dodecaceria concharum,129967,Yellow8,Limfjord,None,None,None,None,None, second-order opportunistic,None
Platynereis dumerilii,130417,Yellow8,Limfjord,None,None,None,None,None, tolerant to disturbance,None
